gene product variant of gene product,holds between a sequence variant and a nucleic acid entity
is sequence variant of,holds between a sequence variant and a nucleic acid entity
has sequence variant, 
is missense variant of,holds between a gene  and a sequence variant  such the sequence variant results in a different amino acid sequence but where the length is preserved.
has missense variant, 
is synonymous variant of,holds between a sequence variant and a gene  such the sequence variant is in the coding sequence of the gene  but results in the same amino acid sequence
stop gained, 
has synonymous variant, 
is nonsense variant of,holds between a sequence variant and a gene  such the sequence variant results in a premature stop codon
has nonsense variant, 
frameshift variant,holds between a sequence variant and a gene  such the sequence variant causes a disruption of the translational reading frame  because the number of nucleotides inserted or deleted is not a multiple of three.
start lost,holds between a sequence variant and a gene  such the sequence variant causes a disruption of the translational reading frame  because the number of nucleotides inserted or deleted is not a multiple of three.
stop lost,holds between a sequence variant and a gene  such the sequence variant causes a disruption of the translational reading frame  because the number of nucleotides inserted or deleted is not a multiple of three.
is frameshift variant of,holds between a sequence variant and a gene  such the sequence variant causes a disruption of the translational reading frame  because the number of nucleotides inserted or deleted is not a multiple of three.
splice region variant, 
splice acceptor variant, 
splice donor variant, 
has frameshift variant, 
is splice site variant of,holds between a sequence variant and a gene  such the sequence variant is in the canonical splice site of one of the gene's exons.
downstream gene variant, 
upstream gene variant, 
has splice site variant, 
is nearby variant of,holds between a sequence variant and a gene sequence that the variant is genomically close to.
intron variant, 
3 prime UTR variant, 
5 prime UTR variant, 
5 prime UTR premature start codon gain variant, 
non coding transcript exon variant, 
has nearby variant, 
is non coding variant of,holds between a sequence variant and a gene  where the variant does not affect the coding sequence
has non coding variant, 
disease has basis in,A relation that holds between a disease and an entity where the state of the entity has contribution to the disease.
occurs in disease, 
adverse effect,An untoward medical occurrence in a patient or clinical investigation subject that happens during treatment  with a therapeutic agent. Adverse events may be caused by something  other than the drug or therapy being given and may include abnormal laboratory finding  symptoms  or  diseases temporally associated with the treatment  whether or not considered related to the treatment.  Adverse events are unintended effects that occur when a medication is administered correctly.
has adverse event,An untoward medical occurrence in a patient or clinical investigation subject that happens during treatment  with a therapeutic agent. Adverse events may be caused by something  other than the drug or therapy being given and may include abnormal laboratory finding  symptoms  or  diseases temporally associated with the treatment  whether or not considered related to the treatment.  Adverse events are unintended effects that occur when a medication is administered correctly.
adverse event of, 
adverse drug reaction,An unintended  but predictable  secondary effect shown to be correlated with a therapeutic agent  drug or treatment. Side effects happen at normal  recommended doses or treatments  and are unrelated to the intended purpose of  the medication.
has side effect,An unintended  but predictable  secondary effect shown to be correlated with a therapeutic agent  drug or treatment. Side effects happen at normal  recommended doses or treatments  and are unrelated to the intended purpose of  the medication.
is side effect of, 
contraindicated for,Holds between a drug and a disease or phenotype  such that a person with that disease should not be treated with the drug.
has contraindication, 
has not completed,holds between an entity and a process that the entity is capable of  but has not completed
not completed by, 
has completed,holds between an entity and a process that the entity is capable of and has completed
completed by, 
in linkage disequilibrium with,holds between two sequence variants  the presence of which are correlated in a population
has increased amount, 
increased amount of, 
has decreased amount, 
decreased amount in, 
lacks part, 
missing from, 
develops from, 
develops into, 
instance of,connects an entity to its taxonomic classification. Only certain kinds of entities can be taxonomically classified; see 'thing with taxon'
is organism source of gene product,connects an entity to its taxonomic classification. Only certain kinds of entities can be taxonomically classified; see 'thing with taxon'
organism has gene,connects an entity to its taxonomic classification. Only certain kinds of entities can be taxonomically classified; see 'thing with taxon'
gene found in organism,connects an entity to its taxonomic classification. Only certain kinds of entities can be taxonomically classified; see 'thing with taxon'
gene product has organism source,connects an entity to its taxonomic classification. Only certain kinds of entities can be taxonomically classified; see 'thing with taxon'
in taxon,connects an entity to its taxonomic classification. Only certain kinds of entities can be taxonomically classified; see 'thing with taxon'
in taxon label,The human readable scientific name for the taxon of the entity.
taxon of, 
allele has activity,connects a sequence variant to a class describing the molecular consequence. E.g.  SO:0001583
has molecular consequence,connects a sequence variant to a class describing the molecular consequence. E.g.  SO:0001583
is molecular consequence of, 
edge property,any slot that relates an association to another entity
statement property,any slot that relates an association to another entity
node qualifier,any slot that relates an association to another entity
edge qualifier,any slot that relates an association to another entity
statement qualifier,any slot that relates an association to another entity
association slot,any slot that relates an association to another entity
original subject,used to hold the original subject of a relation (or predicate) that an external knowledge source uses before transformation to match the biolink-model specification.
original object,used to hold the original object of a relation (or predicate) that an external knowledge source uses before transformation to match the biolink-model specification.
original relation,used to hold the original relation/predicate that an external knowledge source uses before transformation to match the biolink-model specification.
relation,used to hold the original relation/predicate that an external knowledge source uses before transformation to match the biolink-model specification.
original predicate,used to hold the original relation/predicate that an external knowledge source uses before transformation to match the biolink-model specification.
subject closure,Used to hold the subject closure of an association. This is a denormalized  field used primarily in the SQL serialization of a knowledge graph via KGX.
object closure,Used to hold the object closure of an association. This is a denormalized  field used primarily in the SQL serialization of a knowledge graph via KGX.
subject category,Used to hold the biolink class/category of an association. This is a denormalized  field used primarily in the SQL serialization of a knowledge graph via KGX.
object category,Used to hold the biolink class/category of an association. This is a denormalized  field used primarily in the SQL serialization of a knowledge graph via KGX.
subject category closure,Used to hold the subject category closure of an association. This is a denormalized  field used primarily in the SQL serialization of a knowledge graph via KGX.
object category closure,Used to hold the object category closure of an association. This is a denormalized  field used primarily in the SQL serialization of a knowledge graph via KGX.
subject label closure,Used to hold the subject label closure of an association. This is a denormalized  field used primarily in the SQL serialization of a knowledge graph via KGX.
object label closure,Used to hold the object label closure of an association. This is a denormalized  field used primarily in the SQL serialization of a knowledge graph via KGX.
subject prefix,Used to hold the subject namespace of an association. This is a denormalized  field used primarily in the SQL serialization of a knowledge graph via KGX.
subject namespace,Used to hold the subject namespace of an association. This is a denormalized  field used primarily in the SQL serialization of a knowledge graph via KGX.
object prefix,Used to hold the object namespace of an association. This is a denormalized  field used primarily in the SQL serialization of a knowledge graph via KGX.
object namespace,Used to hold the object namespace of an association. This is a denormalized  field used primarily in the SQL serialization of a knowledge graph via KGX.
subject,connects an association to the subject of the association. For example  in a gene-to-phenotype association  the gene is subject and phenotype is object.
object,connects an association to the object of the association. For example  in a gene-to-phenotype association  the gene is subject and phenotype is object.
predicate,A high-level grouping for the relationship type. AKA minimal predicate. This is analogous to category for nodes.
logical interpretation, 
relation, 
negated,if set to true  then the association is negated i.e. is not true
has confidence level,connects an association to a qualitative term denoting the level of confidence
has evidence,connects an association to an instance of supporting evidence
has supporting study result,connects an association to an instance of supporting study result
log odds ratio,The logarithm of the odds ratio  or the ratio of the odds of event Y occurring in an exposed group versus the  odds of event Y occurring in a non-exposed group.
log odds ration 95 ci,The ninety-five percent confidence range in which the true log odds ratio for the sample population falls.
total sample size,The total number of patients or participants within a sample population.
mechanism of action,a boolean flag to indicate if the edge is part of a path or subgraph of a knowledge graph that constitutes the mechanism of action for a result.
knowledge source,An Information Resource from which the knowledge expressed in an Association was retrieved  directly or indirectly. This can be any resource through which the knowledge passed on its way to its currently serialized form. In practice  implementers should use one of the more specific subtypes of this generic property.
provided by,The value in this node property represents the knowledge provider that created or assembled the node and all of its attributes.  Used internally to represent how a particular node made its way into a knowledge provider or graph.
primary knowledge source,"The most upstream source of the knowledge expressed in an Association that an implementer can identify.  Performing a rigorous analysis of upstream data providers is expected; every effort is made to catalog the most upstream source of data in this property.  Only one data source should be declared primary in any association.  ""aggregator knowledge source"" can be used to capture non-primary sources."
aggregator knowledge source,An intermediate aggregator resource from which knowledge expressed in an Association was retrieved downstream of the original source  on its path to its current serialized form.
supporting data source,An Information Resource from which data was retrieved and subsequently used as evidence to generate the knowledge expressed in an Association (e.g. through computation on  reasoning or inference over the retrieved data).
supporting data set,A set of data used as evidence to generate the knowledge expressed in an Association (e.g. through computation on  reasoning or inference over the retrieved data).
chi squared statistic,represents the chi-squared statistic computed from observations
unadjusted p value,A quantitative confidence value that represents the probability of obtaining a result at least as extreme as that actually obtained  assuming that the actual value was the result of chance alone.
p value,A quantitative confidence value that represents the probability of obtaining a result at least as extreme as that actually obtained  assuming that the actual value was the result of chance alone.
evidence count,The number of evidence instances that are connected to an association.
dataset count,The total number of instances (e.g.  number of patients  number of rows  etc) in a dataset/cohort.
concept count subject,The number of instances in a dataset/cohort whose records contain the concept in the subject slot of an association.
concept count object,The number of instances in a dataset/cohort whose records contain the concept in the object slot of an association.
concept pair count,The number of instances in a dataset/cohort whose records contain both the subject and object concept of an association.
expected count,The expected (calculated) number of instances in a dataset/cohort whose records contain both the subject and  object concept of an association if the subject and object concepts are independent.
relative frequency subject,The frequency at which subject and object concepts co-occur in  records within a dataset/cohort  relative to the frequency at which the subject concept appears in these same records.
relative frequency object,The frequency at which subject and object concepts co-occur in  records within a dataset/cohort  relative to the frequency at which the object concept appears in these same records.
relative frequency subject confidence interval,The 99% confidence interval for the relative_frequency_subject calculation (i.e. the range of values within which the true value has a 99% chance of falling)
relative frequency object confidence interval,The 99% confidence interval for the relative_frequency_object calculation (i.e. the range of values within which the true value has a 99% chance of falling)
adjusted p value,The adjusted p-value is the probability of obtaining test results at least as extreme as the results actually observed  under the assumption that the null hypothesis is correct  adjusted for multiple comparisons.   P is always italicized and capitalized. The actual P value* should be expressed (P=. 04)  rather than expressing a statement of inequality (P<. 05)  unless P<.
bonferonni adjusted p value,The Bonferroni correction is an adjustment made to P values when several dependent or independent  statistical tests are being performed simultaneously on a single data set. To perform a Bonferroni  correction  divide the critical P value (α) by the number of comparisons being made.  P is always italicized and  capitalized. The actual P value* should be expressed (P=. 04) rather than expressing a statement of inequality  (P<. 05)  unless P<.
supporting text,The segment of text from a document that supports the mined assertion.
supporting documents,One or more referenceable documents that report the statement expressed in an Association  or provide  information used as evidence supporting this statement.
subject location in text,Character offsets for the text span(s) in the supporting text corresponding to the subject concept of the extracted assertion.
object location in text,Character offsets for the text span(s) in the supporting text corresponding to the object concept of the extracted assertion
extraction confidence score,A quantitative confidence value that represents the probability of obtaining a result at least as extreme as that actually obtained  assuming that the actual value was the result of chance alone.
supporting document type,The document type (e.g.  Journal Article  Case Study  Preprint) for the supporting document used in a Text Mining Result.
supporting document year,The document year (typically the publication year) for the supporting document used in a Text Mining Result.
supporting text section type,The section of the supporting text of a Text Mining Result within the supporting document. This is in the form of the name of the document section (e.g.  Abstract  Introduction) that contains the supporting text.
ln ratio,the natural log of the ratio of co-occurrence to expected
ln ratio confidence interval,The 99% confidence interval for the ln_ratio calculation (i.e. the range of values within which the true value has a 99% chance of falling)
interacting molecules category, 
expression site,location in which gene or protein expression takes place. May be cell  tissue  or organ.
phenotypic state,in experiments (e.g. gene expression) assaying diseased or unhealthy tissue  the phenotypic state can be put here  e.g. MONDO ID. For healthy tissues  use XXX.
supporting publications,One or more publications that report the statement expressed in an  Association  or provide information used as evidence supporting this statement.
supporting documents,One or more publications that report the statement expressed in an  Association  or provide information used as evidence supporting this statement.
publications,One or more publications that report the statement expressed in an  Association  or provide information used as evidence supporting this statement.
associated environmental context,An attribute that can be applied to an association where the association holds between two entities located or occurring in a particular environment. For example  two microbial taxa may interact in the context of a human gut; a disease may give rise to a particular phenotype in a particular environmental exposure.  # TODO: add examples of values for this property.
sequence localization attribute,An attribute that can be applied to a genome sequence localization edge. These edges connect a nucleic acid entity such as an exon to an entity such as a chromosome. Edge properties are used to ascribe specific positional information and other metadata to the localization. In pragmatic terms this can be thought of as columns in a GFF3 line.
zero-based,A position in interbase coordinates. Interbase coordinates start at position 0 instead of position 1. This is applied to a sequence localization edge.
half-open,A position in interbase coordinates. Interbase coordinates start at position 0 instead of position 1. This is applied to a sequence localization edge.
space-based,A position in interbase coordinates. Interbase coordinates start at position 0 instead of position 1. This is applied to a sequence localization edge.
interbase coordinate,A position in interbase coordinates. Interbase coordinates start at position 0 instead of position 1. This is applied to a sequence localization edge.
start interbase coordinate,The position at which the subject nucleic acid entity starts on the chromosome or other entity to which it is located on. (ie: the start of the sequence being referenced is 0).
end interbase coordinate,The position at which the subject nucleic acid entity ends on the chromosome or other entity to which it is located on.
start,The position at which the subject genomic entity starts on the chromosome or other entity to which it is located on. (ie: the start of the sequence being referenced is 1).
start coordinate,The position at which the subject genomic entity starts on the chromosome or other entity to which it is located on. (ie: the start of the sequence being referenced is 1).
end,The position at which the subject genomic entity ends on the chromosome or other entity to which it is located on.
end coordinate,The position at which the subject genomic entity ends on the chromosome or other entity to which it is located on.
genome build,The version of the genome on which a feature is located. For example  GRCh38 for Homo sapiens.
strand,The strand on which a feature is located. Has a value of '+' (sense strand or forward strand) or '-' (anti-sense strand or reverse strand).
phase,The phase for a coding sequence entity. For example  phase of a CDS as represented in a GFF3 with a value of 0  1 or 2.
FDA approval status,
supporting study metadata,Information about a study used to generate information used as evidence to support the knowledge expressed in an  Association. In practice  data creators should use one of the more specific subtypes of this property.
supporting study method type,A type of method that was applied in a study used to generate the information used as evidence (e.g. a type of  experimental assay  or statistical calculation  or computational analysis).
supporting study method description,A uri or curie pointing to information about the methodology used to generate data supporting an Association.
supporting study size,The sample size used in a study that provided evidence for the association (e.g. 'n' of a cohort for a  clinical study).
supporting study cohort,A description of a study population/cohort that was interrogated to provide evidence for the association  (e.g. the inclusion and exclusion criteria).
supporting study date range,The date range over which data was collected in a study that provided evidence for an Association.
supporting study context,A term or terms describing the experimental setting/context in which evidence supporting the Association was  generated ('context' may be defined by many factors  including taxon  model system (e.g. cell line type)  tissue  type  disease  etc.).
mapping collection,A collection of deprecated mappings.
predicate mapping,A deprecated predicate mapping object contains the deprecated predicate and an example of the rewiring that should be done to use a qualified statement in its place.
ontology class,a concept or class in an ontology  vocabulary or thesaurus. Note that nodes in a biolink compatible KG can be considered both instances of biolink classes  and OWL classes in their own right. In general you should not need to use this class directly. Instead  use the appropriate biolink class. For example  for the GO concept of endocytosis (GO:0006897)  use bl:BiologicalProcess as the type.
annotation,Biolink Model root class for entity annotations.
quantity value,A value of an attribute that is quantitative and measurable  expressed as a combination of a unit and a numeric value
attribute,A property or characteristic of an entity. For example  an apple may have properties such as color  shape  age  crispiness. An environmental sample may have attributes such as depth  lat  long  material.
chemical role,	A role played by the molecular entity or part thereof within a chemical context.
biological sex, 
phenotypic sex,An attribute corresponding to the phenotypic sex of the individual  based upon the reproductive organs present.
genotypic sex,An attribute corresponding to the genotypic sex of the individual  based upon genotypic composition of sex chromosomes.
severity value,describes the severity of a phenotypic feature or disease
relationship quantifier, 
sensitivity quantifier, 
specificity quantifier, 
pathognomonicity quantifier,A relationship quantifier between a variant or symptom and a disease  which is high when the presence of the feature implies the existence of the disease
frequency quantifier, 
chemical or drug or treatment, 
entity,Root Biolink Model class for all things and informational relationships  real or imagined.
named thing,a databased entity or concept/class
relationship type,An OWL property used as an edge label
taxonomic rank,A descriptor for the rank within a taxonomic classification. Example instance: TAXRANK:0000017 (kingdom)
taxon,A classification of a set of organisms. Example instances: NCBITaxon:9606 (Homo sapiens)  NCBITaxon:2 (Bacteria). Can also be used to represent strains or subspecies.
taxonomic classification,A classification of a set of organisms. Example instances: NCBITaxon:9606 (Homo sapiens)  NCBITaxon:2 (Bacteria). Can also be used to represent strains or subspecies.
organism taxon,A classification of a set of organisms. Example instances: NCBITaxon:9606 (Homo sapiens)  NCBITaxon:2 (Bacteria). Can also be used to represent strains or subspecies.
event,Something that happens at a given place and time.
administrative entity, 
study result,A collection of data items from a study that are about a particular study subject or experimental unit (the  'focus' of the Result) - optionally with context/provenance metadata that may be relevant to the interpretation of this data as evidence.
study,a detailed investigation and/or analysis
study variable,a variable that is used as a measure in the investigation of a study
common data element,A Common Data Element (CDE) is a standardized  precisely defined question  paired with a set of allowable  responses  used systematically across different sites  studies  or clinical trials to ensure consistent  data collection. Multiple CDEs (from one or more Collections) can be curated into Forms.  (https://cde.nlm.nih.gov/home)
concept count analysis result,A result of a concept count analysis.
observed expected frequency analysis result,A result of a observed expected frequency analysis.
relative frequency analysis result,A result of a relative frequency analysis.
text mining result,A result of text mining.
chi squared analysis result,A result of a chi squared analysis.
log odds analysis result,A result of a log odds ratio analysis.
group,person  group  organization or project that provides a piece of information (i.e. a knowledge association)
agent,person  group  organization or project that provides a piece of information (i.e. a knowledge association)
information,a piece of information that typically describes some topic of discourse or is used as support.
information artefact,a piece of information that typically describes some topic of discourse or is used as support.
information entity,a piece of information that typically describes some topic of discourse or is used as support.
information content entity,a piece of information that typically describes some topic of discourse or is used as support.
dataset,an item that refers to a collection of data from a data source.
dataset distribution,an item that holds distribution level information about a dataset.
dataset version,an item that holds version level information about a dataset.
dataset summary,an item that holds summary level information about a dataset.
confidence level,Level of confidence in a statement
evidence code,Class of evidence that supports an association
evidence type,Class of evidence that supports an association
publication,Any ‘published’ piece of information. Publications are considered broadly  to include any document or document part made available in print or on the  web - which may include scientific journal issues  individual articles  and  books - as well as things like pre-prints  white papers  patents  drug  labels  web pages  protocol documents   and even a part of a publication if  of significant knowledge scope (e.g. a figure  figure legend  or section  highlighted by NLP). 
book,This class may rarely be instantiated except if use cases of a given knowledge graph support its utility.
book chapter, 
journal,This class may rarely be instantiated except if use cases of a given knowledge graph support its utility.
serial,This class may rarely be instantiated except if use cases of a given knowledge graph support its utility.
article,a piece of writing on a particular topic presented as a stand-alone  section of a larger publication	  
journal article,an article  typically presenting results of research  that is published  in an issue of a scientific journal.
patent,a legal document granted by a patent issuing authority which confers upon  the patenter the sole right to make  use and sell an invention for a set period of time. 
web page,a document that is published according to World Wide Web standards  which  may incorporate text  graphics  sound  and/or other features.
preprint publication,a document reresenting an early version of an author's original scholarly work   such as a research paper or a review  prior to formal peer review and publication  in a peer-reviewed scholarly or scientific journal.
drug label,a document accompanying a drug or its container that provides written  printed or graphic information about the drug  including drug contents  specific instructions  or warnings for administration  storage and disposal instructions  etc. 
retrieval source,Provides information about how a particular InformationResource served as a source from which knowledge expressed in an Edge  or data used to generate this knowledge  was retrieved.
physical essence or occurrent,Either a physical or processual entity.
physical essence,Semantic mixin concept.  Pertains to entities that have physical properties such as mass  volume  or charge.
physical entity,An entity that has material reality (a.k.a. physical essence).
occurrent,A processual entity.
activity and behavior,Activity or behavior of any independent integral living  organization or mechanical actor in the world
activity,An activity is something that occurs over a period of time and acts upon or with entities; it may include consuming  processing  transforming  modifying  relocating  using  or generating entities.
procedure,A series of actions conducted in a certain order or manner
phenomenon,a fact or situation that is observed to exist or happen  especially one whose cause or explanation is in question
device,A thing made or adapted for a particular purpose  especially a piece of mechanical or electronic equipment
diagnostic aid,A device or substance used to help diagnose disease or injury
study population,A group of people banded together or treated as a group as participants in a research study.
subject of investigation,An entity that has the role of being studied in an investigation  study  or experiment
biospecimen,A sample is a limited quantity of something (e.g. an individual or set of individuals from a population  or a portion of a substance) to be used for testing  analysis  inspection  investigation  demonstration  or trial use. [SIO]
sample,A sample is a limited quantity of something (e.g. an individual or set of individuals from a population  or a portion of a substance) to be used for testing  analysis  inspection  investigation  demonstration  or trial use. [SIO]
biosample,A sample is a limited quantity of something (e.g. an individual or set of individuals from a population  or a portion of a substance) to be used for testing  analysis  inspection  investigation  demonstration  or trial use. [SIO]
physical sample,A sample is a limited quantity of something (e.g. an individual or set of individuals from a population  or a portion of a substance) to be used for testing  analysis  inspection  investigation  demonstration  or trial use. [SIO]
material sample,A sample is a limited quantity of something (e.g. an individual or set of individuals from a population  or a portion of a substance) to be used for testing  analysis  inspection  investigation  demonstration  or trial use. [SIO]
planetary entity,Any entity or process that exists at the level of the whole planet
environmental process, 
environmental feature, 
geographic location,a location that can be described in lat/long coordinates
geographic location at time,a location that can be described in lat/long coordinates  for a particular time
thing with taxon,A mixin that can be used on any entity that can be taxonomically classified. This includes individual organisms; genes  their products and other molecular entities; body parts; biological processes
bioentity, 
biological entity, 
genomic entity, 
epigenomic entity, 
molecular entity,A molecular entity is a chemical entity composed of individual or covalently bonded atoms.
chemical entity,A chemical entity is a physical entity that pertains to chemistry or biochemistry.
chemical substance,A small molecule entity is a molecular entity characterized by availability in small-molecule databases of SMILES  InChI  IUPAC  or other unambiguous representation of its precise chemical structure; for convenience of representation  any valid chemical representation is included  even if it is not strictly molecular (e.g.  sodium ion).
small molecule,A small molecule entity is a molecular entity characterized by availability in small-molecule databases of SMILES  InChI  IUPAC  or other unambiguous representation of its precise chemical structure; for convenience of representation  any valid chemical representation is included  even if it is not strictly molecular (e.g.  sodium ion).
chemical mixture,A chemical mixture is a chemical entity composed of two or more molecular entities.
sequence feature,A nucleic acid entity is a molecular entity characterized by availability in gene databases of nucleotide-based sequence representations of its precise sequence; for convenience of representation  partial sequences of various kinds are included.
genomic entity,A nucleic acid entity is a molecular entity characterized by availability in gene databases of nucleotide-based sequence representations of its precise sequence; for convenience of representation  partial sequences of various kinds are included.
nucleic acid entity,A nucleic acid entity is a molecular entity characterized by availability in gene databases of nucleotide-based sequence representations of its precise sequence; for convenience of representation  partial sequences of various kinds are included.
regulatory element,A region (or regions) of the genome that contains known or putative regulatory elements that act in cis- or trans- to affect the transcription of gene
regulatory region,A region (or regions) of the genome that contains known or putative regulatory elements that act in cis- or trans- to affect the transcription of gene
dnase-seq accessible region,A region (or regions) of a chromatinized genome that has been measured to be more accessible to an enzyme such as DNase-I or Tn5 Transpose
atac-seq accessible region,A region (or regions) of a chromatinized genome that has been measured to be more accessible to an enzyme such as DNase-I or Tn5 Transpose
accessible dna region,A region (or regions) of a chromatinized genome that has been measured to be more accessible to an enzyme such as DNase-I or Tn5 Transpose
tf binding site,A region (or regions) of the genome that contains a region of DNA known or predicted to bind a protein that modulates gene transcription
binding site,A region (or regions) of the genome that contains a region of DNA known or predicted to bind a protein that modulates gene transcription
transcription factor binding site,A region (or regions) of the genome that contains a region of DNA known or predicted to bind a protein that modulates gene transcription
molecular mixture,A molecular mixture is a chemical mixture composed of two or more molecular entities with known concentration and stoichiometry.
complex molecular mixture,A complex molecular mixture is a chemical mixture composed of two or more molecular entities with unknown concentration and stoichiometry.
biological process or activity,Either an individual molecular activity  or a collection of causally connected molecular activities in a biological system.
molecular function,An execution of a molecular function carried out by a gene product or macromolecular complex.
molecular event,An execution of a molecular function carried out by a gene product or macromolecular complex.
reaction,An execution of a molecular function carried out by a gene product or macromolecular complex.
molecular activity,An execution of a molecular function carried out by a gene product or macromolecular complex.
biological process,One or more causally connected executions of molecular functions
pathway, 
physiology, 
physiological process, 
behavior, 
processed material,A chemical entity (often a mixture) processed for consumption for nutritional  medical or technical use. Is a material entity that is created or changed during material processing.
drug,A substance intended for use in the diagnosis  cure  mitigation  treatment  or prevention of disease
environmental food contaminant, 
food additive, 
food,A substance consumed by a living organism as a source of nutrition
organism attribute,describes a characteristic of an organismal entity.
phenotypic properties,A property of a phenotype
phenotypic quality,A property of a phenotype
inheritance,The pattern or 'mode' in which a particular genetic trait or disorder is passed from one generation to the next  e.g. autosomal dominant  autosomal recessive  etc.
genetic inheritance,The pattern or 'mode' in which a particular genetic trait or disorder is passed from one generation to the next  e.g. autosomal dominant  autosomal recessive  etc.
organismal entity,A named entity that is either a part of an organism  a whole organism  population or clade of organisms  excluding chemical entities
bacterium,A member of a group of unicellular microorganisms lacking a nuclear membrane  that reproduce by binary fission and are often motile.
virus,A virus is a microorganism that replicates itself as a microRNA and infects the host cell.
cellular organism,
mammal,A member of the class Mammalia  a clade of endothermic amniotes distinguished from reptiles and birds by the possession of hair  three middle ear bones  mammary glands  and a neocortex
human,A member of the the species Homo sapiens.
plant,
invertebrate,An animal lacking a vertebral column. This group consists of 98% of all animal species.
vertebrate,A sub-phylum of animals consisting of those having a bony or cartilaginous vertebral column.
fungus,A kingdom of eukaryotic  heterotrophic organisms that live as saprobes or parasites   including mushrooms  yeasts  smuts  molds  etc. They reproduce either sexually or asexually  and have life cycles that range from simple to complex. Filamentous  fungi refer to those that grow as multicellular colonies (mushrooms and molds).
life stage,A stage of development or growth of an organism  including post-natal adult stages
organism,An instance of an organism. For example  Richard Nixon  Charles Darwin  my pet cat. Example ID: ORCID:0000-0002-5355-2576
individual organism,An instance of an organism. For example  Richard Nixon  Charles Darwin  my pet cat. Example ID: ORCID:0000-0002-5355-2576
population of individual organisms,A collection of individuals from the same taxonomic class distinguished by one or more characteristics.  Characteristics can include  but are not limited to  shared geographic location  genetics  phenotypes.
phenome,Either one of a disease or an individual phenotypic feature. Some knowledge resources such as Monarch treat these as distinct  others such as MESH conflate.  Please see definitions of phenotypic feature and disease in this model for their independent descriptions.  This class is helpful to enforce domains and ranges   that may involve either a disease or a phenotypic feature.
disease or phenotypic feature,Either one of a disease or an individual phenotypic feature. Some knowledge resources such as Monarch treat these as distinct  others such as MESH conflate.  Please see definitions of phenotypic feature and disease in this model for their independent descriptions.  This class is helpful to enforce domains and ranges   that may involve either a disease or a phenotypic feature.
condition,A disorder of structure or function  especially one that produces specific  signs  phenotypes or symptoms or that affects a specific location and is not simply a  direct result of physical injury.  A disposition to undergo pathological processes that exists in an  organism because of one or more disorders in that organism.
disorder,A disorder of structure or function  especially one that produces specific  signs  phenotypes or symptoms or that affects a specific location and is not simply a  direct result of physical injury.  A disposition to undergo pathological processes that exists in an  organism because of one or more disorders in that organism.
medical condition,A disorder of structure or function  especially one that produces specific  signs  phenotypes or symptoms or that affects a specific location and is not simply a  direct result of physical injury.  A disposition to undergo pathological processes that exists in an  organism because of one or more disorders in that organism.
disease,A disorder of structure or function  especially one that produces specific  signs  phenotypes or symptoms or that affects a specific location and is not simply a  direct result of physical injury.  A disposition to undergo pathological processes that exists in an  organism because of one or more disorders in that organism.
sign,A combination of entity and quality that makes up a phenotyping statement. An observable characteristic of an  individual resulting from the interaction of its genotype with its molecular and physical environment.
symptom,A combination of entity and quality that makes up a phenotyping statement. An observable characteristic of an  individual resulting from the interaction of its genotype with its molecular and physical environment.
phenotype,A combination of entity and quality that makes up a phenotyping statement. An observable characteristic of an  individual resulting from the interaction of its genotype with its molecular and physical environment.
trait,A combination of entity and quality that makes up a phenotyping statement. An observable characteristic of an  individual resulting from the interaction of its genotype with its molecular and physical environment.
endophenotype,A combination of entity and quality that makes up a phenotyping statement. An observable characteristic of an  individual resulting from the interaction of its genotype with its molecular and physical environment.
phenotypic feature,A combination of entity and quality that makes up a phenotyping statement. An observable characteristic of an  individual resulting from the interaction of its genotype with its molecular and physical environment.
behavioral feature,A phenotypic feature which is behavioral in nature.
anatomical entity,A subcellular location  cell type or gross anatomical part
cell component,A location in or around a cell
cell part,A location in or around a cell
cellular component,A location in or around a cell
cell, 
cell line, 
tissue, 
organ, 
gross anatomical structure, 
chemical entity or gene or gene product,A union of chemical entities and children  and gene or gene product. This mixin is helpful to use when searching across chemical entities that must include genes and their children as chemical entities.
chemical entity or protein or polypeptide,A union of chemical entities and children  and protein and polypeptide. This mixin is helpful to use when searching across chemical entities that must include genes and their children as chemical entities.
macromolecular machine mixin,A union of gene locus  gene product  and macromolecular complex. These are the basic units of function in a cell. They either carry out individual biological activities  or they encode molecules which do this.
gene or gene product,A union of gene loci or gene products. Frequently an identifier for one will be used as proxy for another
gene,A region (or regions) that includes all of the sequence elements necessary to encode a functional transcript. A gene locus may include regulatory regions  transcribed regions and/or other functional sequence regions.
gene product mixin,The functional molecular product of a single gene locus. Gene products are either proteins or functional RNA molecules.
gene product isoform mixin,This is an abstract class that can be mixed in with different kinds of gene products to indicate that the gene product is intended to represent a specific isoform rather than a canonical or reference or generic product. The designation of canonical or reference may be arbitrary  or it may represent the superclass of all isoforms.
macromolecular complex,A stable assembly of two or more macromolecules  i.e. proteins  nucleic acids  carbohydrates or lipids  in which at least one component is a protein and the constituent parts function together.
nucleosome modification,A chemical modification of a histone protein within a nucleosome octomer or a substitution of a histone with a variant histone isoform. e.g. Histone 4 Lysine 20 methylation (H4K20me)  histone variant H2AZ substituting H2A.
genome,A genome is the sum of genetic material within a cell or virion.
exon,A region of the transcript sequence within a gene which is not removed from the primary RNA transcript by RNA splicing.
transcript,An RNA synthesized on a DNA or RNA template by an RNA polymerase.
coding sequence, 
